Time (s), X (m/s2), Y (m/s2), Z (m/s2)
23.3070011,-1.276866,-8.674528,-1.636983
23.3268528,-2.009511,-9.704514,-2.077123
23.3467064,-2.587596,-10.259527,-1.78346
23.36656,-2.699654,-10.199127,-1.183454
23.3864098,-2.882408,-10.329515,-0.375823
23.4062634,-2.837455,-11.063865,0.74385
23.426115,-2.594635,-11.885278,1.026806
23.4459686,-2.043585,-12.007534,-0.863043
23.4658222,-3.610571,-13.275945,-1.349104
23.485672,-6.125737,-11.707541,-1.947003
23.5055256,-6.387136,-9.923573,-2.384251
23.5253792,-3.431035,-8.745062,-0.956388
23.5452328,-1.426322,-8.639486,-2.863513
23.5650845,-0.573268,-8.45544,-4.00164
23.584938,-0.759786,-7.917922,-4.114149
23.6047897,-1.817419,-7.096146,-3.635059
23.6246414,-3.054829,-7.435931,-2.579695
23.644495,-4.585289,-8.923075,-1.70992
23.6643486,-5.197841,-10.85418,-1.828481
23.6842022,-5.018582,-10.6091,-2.011637
23.7040768,-3.876155,-8.799352,-2.136538
23.7239056,-2.729265,-8.225107,-1.92217
23.7437592,-2.29376,-8.440873,-1.642384
23.7636108,-1.89956,-8.723877,-1.746992
23.7834644,-1.677694,-8.947754,-1.902155
23.8033161,-1.607141,-8.256021,-1.532777
23.8231697,-1.850957,-8.030143,-1.372356
23.8430214,-2.174893,-7.978323,-1.161083
23.8628769,-2.406996,-7.503237,-0.72845
23.8827267,-2.540114,-7.496264,-0.407819
23.9025784,-2.775694,-7.906889,-0.479674
23.9224319,-2.850498,-8.052284,-0.516286
23.9422855,-2.912709,-7.772336,-0.382804
23.9621353,-2.764441,-7.545384,-0.746072
23.9819889,-2.526371,-7.871455,-1.174442
24.0018425,-2.395293,-8.673206,-1.033912
24.0216961,-2.358212,-9.668744,-1.161073
24.0415478,-2.522837,-10.709858,-1.434807
24.0614185,-2.67463,-11.518973,-1.328658
24.0812511,-2.621842,-10.780975,0.423391
24.1011047,-2.861081,-9.760835,1.224711
24.1209583,-3.589368,-10.71546,-3.268152
24.1408119,-2.672954,-13.705809,-2.103967
24.1606636,-0.724514,-11.391535,-2.731286
24.1805153,-1.605973,-9.908796,-4.903028
24.200367,-2.900757,-10.442023,-4.094094
24.2202206,-3.501395,-11.635083,-5.174358
24.2400723,-2.569256,-11.723438,-4.128734
24.2599258,-1.170812,-10.664369,-3.911053
