Time,X,Y,Z
13.5199,-1.5311,9.7372,1.8316
13.53,-1.4593,9.7983,2.0267
13.5399,-1.3755,9.8043,2.3332
13.5499,-1.2809,9.7372,2.1955
13.5598,-1.1779,9.6127,2.2697
13.5699,-1.0906,9.426,2.2458
13.5799,-1.1349,9.4128,2.1177
13.5899,-1.2043,9.5026,1.9908
13.5998,-1.306,9.6151,1.9058
13.6099,-1.4401,9.7755,1.8268
13.6198,-1.549,9.8857,1.7801
13.63,-1.6484,9.8605,1.7202
13.6398,-1.7585,9.8162,1.6352
13.6498,-1.8603,9.7827,1.5778
13.6599,-1.9585,9.7564,1.5874
13.6699,-2.0267,9.6678,1.6293
13.6799,-2.1093,9.669,1.7274
13.6899,-2.1811,9.6199,1.7801
13.6999,-2.2506,9.6534,1.7992
13.7098,-2.3092,9.6343,1.8352
13.7199,-2.3595,9.6091,1.8902
13.7299,-2.3894,9.5337,1.9297
13.7399,-2.4169,9.5038,1.9597
13.7499,-2.4457,9.4619,1.9202
13.7599,-2.4672,9.4559,1.8471
13.7698,-2.4553,9.4595,1.8088
13.7798,-2.4301,9.4451,1.7717
13.7898,-2.4038,9.4212,1.7657
13.7998,-2.3858,9.4068,1.8028
13.8099,-2.3619,9.4367,1.883
13.8198,-2.3332,9.4703,2.0028
13.83,-2.2972,9.5146,2.1081
13.8399,-2.2565,9.5828,2.1835
13.85,-2.2158,9.6091,2.2482
13.8599,-2.1991,9.59,2.2984
13.8699,-2.1775,9.5529,2.3439
13.8799,-2.1703,9.5277,2.3547
13.8899,-2.168,9.5313,2.3367
13.8999,-2.1596,9.5385,2.3188
13.9098,-2.162,9.5241,2.302
13.9199,-2.1751,9.4763,2.2889
13.9299,-2.1943,9.408,2.2889
13.9399,-2.2063,9.3553,2.2996
13.9498,-2.2146,9.3146,2.326
13.9599,-2.1991,9.2668,2.3607
13.9698,-2.1787,9.2332,2.3762
13.9799,-2.1668,9.2153,2.3918
13.9899,-2.1739,9.2416,2.375
13.9998,-2.1907,9.2763,2.3367
14.0099,-2.2027,9.3027,2.308
14.0199,-2.2134,9.3254,2.2924
14.0299,-2.2194,9.3458,2.2889
14.0398,-2.2206,9.3697,2.3008
14.0499,-2.2206,9.3793,2.332
14.0599,-2.2146,9.3685,2.3703
14.0699,-2.2146,9.3565,2.4062
14.0798,-2.223,9.323,2.4409
14.0899,-2.2529,9.3362,2.4648
14.0999,-2.2865,9.3506,2.4864
14.1099,-2.3284,9.3637,2.4948
14.1198,-2.3547,9.3709,2.5043
14.1298,-2.3667,9.3458,2.5235
14.1399,-2.3846,9.3254,2.5462
14.1499,-2.4062,9.3134,2.5606
14.1599,-2.4313,9.2979,2.5762
14.1699,-2.4624,9.2859,2.5929
14.1801,-2.4864,9.256,2.6109
14.1898,-2.5007,9.2237,2.6396
14.1999,-2.5259,9.2428,2.6504
14.2099,-2.5331,9.2536,2.6432
14.2199,-2.5271,9.2476,2.6252
14.2298,-2.5127,9.2368,2.6145
14.2399,-2.5067,9.2296,2.5905
14.2498,-2.5079,9.2308,2.569
14.2599,-2.5007,9.2356,2.551
14.2699,-2.4864,9.2416,2.5414
14.2799,-2.4804,9.256,2.5367
14.2899,-2.484,9.2512,2.5391
14.2999,-2.4864,9.2512,2.5462
14.3099,-2.496,9.2464,2.5474
14.3199,-2.5031,9.2428,2.5438
14.3299,-2.5127,9.2428,2.5414
14.3399,-2.5235,9.2392,2.5379
14.3499,-2.5235,9.2237,2.5355
14.3599,-2.5307,9.2045,2.5367
14.3699,-2.5331,9.1913,2.5367
14.3799,-2.5391,9.1722,2.551
14.3899,-2.5355,9.1638,2.5798
14.3999,-2.5235,9.171,2.6085
14.4099,-2.5103,9.183,2.624
14.4199,-2.4995,9.2045,2.6252
14.4299,-2.484,9.2201,2.6264
14.4398,-2.4636,9.2141,2.6264
14.4499,-2.4457,9.2093,2.6181
14.4599,-2.4253,9.2057,2.6193
14.4699,-2.4038,9.2105,2.6157
14.4799,-2.3918,9.2261,2.6085
14.4898,-2.3846,9.2452,2.6145
14.4999,-2.3786,9.2596,2.6205
14.5099,-2.3691,9.2608,2.6288
14.52,-2.3703,9.2572,2.6324
14.5299,-2.3822,9.2512,2.6312
14.5399,-2.3978,9.2428,2.636
14.5499,-2.4193,9.2261,2.6408
14.5599,-2.4469,9.2033,2.6324
14.5699,-2.4768,9.1842,2.6312
14.5799,-2.5091,9.1806,2.6336
14.5899,-2.5355,9.1806,2.6396
14.5999,-2.551,9.1973,2.6432
14.6099,-2.5522,9.2129,2.6468
14.6199,-2.5546,9.2153,2.6456
14.6299,-2.557,9.2057,2.648
14.6399,-2.563,9.1866,2.6504
14.6499,-2.5738,9.1686,2.66
14.6599,-2.5905,9.1602,2.6695
14.6699,-2.6049,9.153,2.6791
14.6799,-2.6264,9.147,2.6779
14.69,-2.642,9.1459,2.6743
14.6999,-2.654,9.1578,2.6671
14.7099,-2.66,9.1842,2.6647
14.7198,-2.6624,9.2057,2.6647
14.7299,-2.6552,9.2117,2.6707
14.7399,-2.6528,9.2069,2.6707
14.7499,-2.6504,9.2033,2.6743
14.7599,-2.648,9.1961,2.6791
14.7698,-2.6468,9.1961,2.6851
14.7799,-2.6348,9.1973,2.6863
14.7899,-2.6205,9.1973,2.6815
14.7999,-2.6061,9.1997,2.6767
14.8099,-2.5881,9.2105,2.6671
14.82,-2.575,9.2225,2.6504
14.8299,-2.569,9.2249,2.6372
14.8399,-2.569,9.2213,2.6336
14.8499,-2.5726,9.2153,2.6432
14.86,-2.5821,9.2117,2.6552
14.8704,-2.5905,9.2117,2.6624
14.8801,-2.6013,9.2117,2.6695
14.8902,-2.6085,9.2057,2.6731
14.8999,-2.6133,9.1997,2.6719
14.9099,-2.6097,9.1925,2.6683
14.9199,-2.6085,9.1901,2.6612
14.9299,-2.6157,9.183,2.6516
14.9398,-2.6228,9.1806,2.642
14.9498,-2.6264,9.1854,2.6348
14.9598,-2.6348,9.1925,2.63
14.9699,-2.6432,9.1961,2.63
14.9798,-2.6492,9.2021,2.6336
14.9898,-2.6528,9.2033,2.6384
14.9998,-2.654,9.1973,2.642
15.0099,-2.654,9.1866,2.6408
15.0198,-2.654,9.183,2.6432
15.0299,-2.6516,9.1866,2.642
15.0398,-2.6456,9.1949,2.6372
15.0499,-2.6348,9.1985,2.63
15.0598,-2.6276,9.1949,2.6217
15.0698,-2.6205,9.1961,2.6217
15.0799,-2.6085,9.1961,2.6312
15.0899,-2.5965,9.1901,2.6408
15.0999,-2.5893,9.1925,2.6504
15.1098,-2.5905,9.1997,2.6576
15.1198,-2.5881,9.2009,2.6635
15.1298,-2.5881,9.2093,2.6707
15.1399,-2.5833,9.2213,2.6803
15.1499,-2.5881,9.2165,2.6755
15.1599,-2.5989,9.1997,2.6719
15.1699,-2.6109,8.8933,2.6659
15.1798,-2.6181,9.1889,2.6635
15.1898,-2.6181,9.1925,2.6683
15.1998,-2.6228,9.1985,2.6791
15.2099,-2.6228,9.1997,2.6791
15.2199,-2.6157,9.1913,2.6887
15.2299,-2.6145,9.183,2.6959
15.2398,-2.6157,9.177,2.7007
15.2499,-2.6193,9.1758,2.7043
15.2598,-2.6217,9.1806,2.7114
15.2699,-2.6193,9.1782,2.7198
15.2798,-2.6133,9.1746,2.7174
15.2898,-2.6025,9.1794,2.7102
15.2999,-2.5941,9.1854,2.7007
15.3099,-2.5821,9.1937,2.6995
15.3203,-2.569,9.1925,2.7019
15.3299,-2.5642,9.1842,2.7019
15.3399,-2.5618,9.1854,2.7078
15.3499,-2.5606,9.1866,2.7138
15.3599,-2.563,9.1937,2.7222
15.3699,-2.5642,9.1997,2.7318
15.3799,-2.5654,9.1973,2.7318
15.3898,-2.563,9.1925,2.7246
15.3999,-2.5594,9.1937,2.715
15.4099,-2.5606,9.1961,2.7031
15.4198,-2.563,9.1961,2.6995
15.4299,-2.5654,9.1937,2.6935
15.4399,-2.569,9.1961,2.6899
15.4499,-2.5774,9.1949,2.6875
15.4599,-2.5845,9.1949,2.6899
15.4699,-2.5893,9.1985,2.6875
15.4798,-2.5929,9.1961,2.6839
15.4898,-2.5941,9.1889,2.6851
15.4998,-2.5881,9.1854,2.6779
15.5099,-2.5786,9.1806,2.6743
15.5199,-2.5678,9.1889,2.6791
15.5298,-2.5642,9.1985,2.6731
15.5399,-2.5666,9.2021,2.6743
15.5499,-2.5714,9.2045,2.6743
15.5599,-2.5774,9.2045,2.6779
15.5698,-2.5857,9.1925,2.648
15.5799,-2.5821,9.2105,2.6408
15.5898,-2.5857,9.2285,2.6336
