Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
35.7399330,-0.752976,-11.071986,-1.403002,11.185896,97.205360,266.109467
35.7499695,-1.085770,-10.647015,-1.437718,10.798372,97.651199,264.177185
35.7599373,-1.411382,-10.222044,-1.361104,10.408400,97.514076,262.138733
35.7699738,-1.698686,-9.786300,-1.053449,9.988340,96.054123,260.152832
35.7799492,-1.926135,-9.388862,-0.439336,9.594464,92.624527,258.406555
35.7899475,-2.140416,-9.068039,0.405817,9.326060,87.506027,256.719025
35.7999725,-2.288857,-8.815451,1.265336,9.195223,82.090546,255.445023
35.8099823,-2.355895,-8.640674,1.806425,9.136447,78.596550,254.748917
35.8200989,-2.393005,-8.497022,2.043451,9.060990,76.966438,254.271255
35.8299789,-2.443283,-8.383297,1.997961,8.957743,77.112175,253.751419
35.8400040,-2.522291,-8.315063,1.713051,8.856454,78.847321,253.125351
35.8499718,-2.549825,-8.265982,1.177947,8.730156,82.245514,252.856461
35.8600197,-2.524686,-8.263587,0.401029,8.649956,87.342705,253.011078
35.8699951,-2.456451,-8.277952,-0.311246,8.640342,92.064377,253.471939
35.8799896,-2.339135,-8.328231,-0.667982,8.676242,94.415558,254.311630
35.8900490,-2.176329,-8.410830,-0.574608,8.706817,93.783997,255.492722
35.9000130,-1.945289,-8.526949,-0.081403,8.746407,90.533257,257.148804
35.9099922,-1.795651,-8.708909,0.487220,8.905438,86.863762,258.349701
35.9199867,-1.717840,-8.939949,0.815226,9.139927,84.882767,259.123016
35.9300346,-1.667562,-9.169792,0.974440,9.370986,84.031319,259.693176
35.9399567,-1.626860,-9.476251,0.909797,9.657832,84.594551,260.258575
35.9499512,-1.599327,-9.336189,0.723049,9.499741,85.634857,260.279358
35.9599457,-1.599327,-9.451111,0.526724,9.599936,86.854744,260.395325
35.9699554,-1.643619,-9.569624,0.286107,9.713962,88.312210,260.254333
35.9799652,-1.734599,-9.710882,-0.020351,9.864608,90.118202,259.872406
35.9899826,-1.911770,-9.879673,-0.023942,10.062970,90.136322,259.048309
35.9999733,-2.203863,-10.013748,-0.354342,10.259519,91.979271,257.588013
36.0100555,-2.567781,-10.048465,-0.574608,10.387267,93.171135,255.665421
36.0199661,-2.964022,-9.957485,-0.647632,10.409436,93.567009,253.423431
36.0299759,-3.339911,-9.769540,-0.584185,10.341188,93.238426,251.125992
36.0399818,-3.639187,-9.528923,-0.446519,10.209968,92.506554,249.097672
36.0499916,-3.770868,-9.333796,-0.336385,10.072355,91.913857,248.001221
36.0600243,-3.745728,-9.270349,-0.289698,10.002687,91.659637,247.998596
36.0699654,-3.664326,-9.390059,-0.299275,10.084149,91.700661,248.682556
36.0800018,-3.588908,-9.648633,-0.228646,10.297022,91.272362,249.596802
36.0900497,-3.628413,-9.961076,-0.055067,10.601483,90.297607,249.985382
36.0999641,-3.784036,-10.212467,0.119710,10.891636,89.370247,249.668762
36.1099892,-3.971981,-10.347740,0.155623,11.084970,89.195595,249.000702
36.1199570,-4.140772,-10.353725,-0.052672,11.151161,90.270638,248.202011
36.1299782,-4.207809,-10.153810,-0.016759,10.991169,90.087364,247.490540
36.1399460,-4.132392,-9.811439,0.191536,10.647896,88.969299,247.160095
36.1499786,-3.884592,-9.472659,0.357933,10.244483,87.997726,247.702225
36.1599312,-3.541024,-9.308656,0.440533,9.969152,87.467293,249.173126
36.1700096,-3.256114,-9.406818,0.525527,9.968285,86.977966,250.907013
36.1799545,-3.033453,-9.777920,0.474052,10.248623,87.348824,252.764282
36.1899643,-2.876633,-10.281899,0.351948,10.682525,88.111984,254.369629
36.1999855,-2.721010,-10.935516,0.330400,11.273800,88.320602,256.027222
36.2099419,-2.590526,-11.525687,0.349553,11.818396,88.305115,257.332642
36.2200241,-2.434903,-12.088325,0.457293,12.339590,87.876190,258.611542
36.2299957,-2.264915,-12.720393,0.665588,12.937591,87.051056,259.904083
36.2401276,-2.054225,-13.334506,1.007959,13.529408,85.727432,261.242249
36.2499809,-1.825579,-13.836092,1.292869,14.015765,84.707291,262.483612
36.2599869,-1.561020,-14.122199,1.504756,14.287672,83.954483,263.692322
36.2700691,-1.302446,-14.159308,1.559822,14.304384,83.739731,264.744415
36.2800255,-1.086968,-14.003686,1.473631,14.122900,84.010666,265.561584
36.2900314,-0.864307,-13.662512,1.282095,13.749728,84.649673,266.380219
36.3000336,-0.654814,-13.201628,0.997185,13.255420,85.685654,267.160400
36.3099747,-0.507571,-12.641385,0.653617,12.668444,87.042564,267.700714
36.3199806,-0.415394,-12.024879,0.383072,12.038147,88.176453,268.021515
36.3299866,-0.366313,-11.411963,0.260968,11.420822,88.690666,268.161499
36.3400192,-0.351948,-10.839748,0.326809,10.850384,88.274017,268.140350
36.3499832,-0.429759,-10.332177,0.511162,10.353737,87.170166,267.618195
36.3599663,-0.578200,-9.921572,0.496797,9.950814,87.138306,266.664734
36.3699913,-0.744597,-9.637859,0.335188,9.672389,88.014069,265.582245
36.3799706,-0.914585,-9.400833,0.149638,9.446403,89.092354,264.443329
36.3900185,-1.069011,-9.118318,-0.038307,9.180848,90.239067,263.313293
36.3999519,-1.145625,-8.802282,-0.272939,8.880716,91.761200,262.584595
36.4099655,-1.126472,-8.508993,-0.446519,8.594840,92.977966,262.458679
36.4199829,-1.030704,-8.234857,-0.593762,8.320323,94.092270,262.865753
36.4300842,-0.876278,-7.982268,-0.591368,8.051968,94.211815,263.735260
36.4399834,-0.687136,-7.759608,-0.497994,7.805874,93.657799,264.939484
36.4499512,-0.451307,-7.556100,-0.489614,7.585384,93.700844,266.581940
36.4600067,-0.189142,-7.354988,-0.555455,7.378356,94.317406,268.526886
36.4699860,0.094571,-7.153875,-0.579397,7.177923,94.629913,270.757385
36.4801025,0.403423,-6.947973,-0.547075,6.981144,94.494576,273.323059
36.4900055,0.735020,-6.734890,-0.519542,6.794771,94.385231,276.228394
36.4999619,1.059434,-6.517017,-0.448913,6.617812,93.889587,279.233490
36.5099869,1.367089,-6.288371,-0.296881,6.442102,92.641380,282.265228
36.5201569,1.584962,-6.047753,0.001197,6.251994,89.989029,284.685486
36.5302315,1.624466,-5.839458,0.414197,6.075337,86.090729,285.545929
36.5400276,1.446098,-5.705383,0.897826,5.953879,81.326897,284.222778
36.5499916,1.085770,-5.697003,1.448492,5.977697,75.976723,280.790375
36.5599976,0.572214,-5.795165,2.090138,6.187087,70.255730,275.639099
36.5700569,-0.081403,-5.997475,2.850297,6.640823,64.582664,269.222382
36.5799561,-0.810437,-6.258443,3.733757,7.332521,59.389099,262.621552
36.5899696,-1.600524,-6.596025,4.693832,8.252351,55.334293,256.360809
36.5999870,-2.483984,-6.973113,5.632360,9.301502,52.732849,250.392929
36.6100082,-3.479972,-7.372944,6.460753,10.402493,51.605145,244.733047
36.6199951,-4.540604,-7.852982,7.042544,11.484069,52.175510,239.963440
36.6299591,-5.506664,-8.420407,7.417237,12.499681,53.601765,236.816666
36.6399918,-6.143522,-9.038112,7.639898,13.334105,55.043163,235.794678
36.6501961,-6.375759,-9.575610,7.733272,13.861677,56.090096,236.343002
36.6599922,-6.337452,-9.895236,7.726089,14.063124,56.675072,237.362274
36.6700020,-6.163872,-10.022128,7.475895,13.940063,57.568668,238.407394
36.6799622,-5.910087,-10.187328,6.860585,13.630055,59.778622,239.880219
36.6900406,-5.555745,-10.539276,6.062119,13.367570,63.031895,242.204193
36.7000008,-5.008670,-11.049241,5.457583,13.302546,65.778450,245.615005
36.7100372,-4.283227,-11.817780,5.002685,13.528962,68.298203,250.077499
36.7199936,-3.299210,-12.610260,4.753687,13.874473,69.963356,255.338394
36.7299576,-2.169147,-12.938266,5.103241,14.076469,68.743919,260.482666
36.7399712,-1.146823,-12.671312,5.182250,13.738015,67.838432,264.828522
36.7499886,-0.551863,-12.009315,4.305972,12.769871,70.293762,267.368927
36.7600441,-0.222661,-11.179725,3.341109,11.670425,73.364113,268.859009
36.7700310,0.038307,-10.260351,2.576161,10.578888,75.905670,270.213928
36.7799530,0.038307,-10.317812,2.020706,10.513894,78.919159,270.212708
36.7899971,0.247800,-9.493010,1.498770,9.613790,81.031120,271.495270
36.7999802,0.380678,-8.804677,1.192312,8.893191,82.295135,272.475677
36.8099899,0.500388,-8.356961,0.954089,8.426119,83.498459,273.426605
36.8199539,0.632069,-8.130709,0.337582,8.162224,87.629623,274.445160
36.8302307,0.745794,-8.095993,-0.171185,8.132073,91.206200,275.263184
36.8400917,0.809240,-8.206126,-0.487220,8.260312,93.381454,275.631958
36.8500175,0.863110,-8.512584,-0.703895,8.585133,94.702965,275.789551
36.8599472,0.962469,-8.857349,-0.897826,8.954612,95.754379,276.201630
36.8699951,1.074997,-9.137471,-1.157596,9.273026,97.171219,276.709839
36.8799438,1.229423,-9.370906,-1.352724,9.547524,98.145256,277.474274
36.8899460,1.395820,-9.630676,-1.468843,9.841531,98.583435,278.246735
36.8999405,1.537078,-9.968259,-1.373075,10.179103,97.752350,278.765808
36.9099274,1.674744,-10.431537,-1.177947,10.630583,96.361862,279.120789
36.9200211,1.708263,-10.767922,-1.175553,10.965775,96.154045,279.014496
36.9299583,1.570596,-11.034876,-1.136049,11.203833,95.819695,278.100525
36.9401283,1.301249,-11.179725,-1.033098,11.302512,95.244400,276.638977
36.9499664,0.976834,-11.230003,-0.932542,11.310916,94.729187,274.971313
36.9599953,0.579397,-11.160571,-0.872687,11.209622,94.465080,272.971832
36.9699631,0.123301,-10.955867,-0.890643,10.992701,94.647270,270.644806
36.9799309,-0.294487,-10.723629,-0.948104,10.769486,95.050636,268.426971
36.9900055,-0.749385,-10.466252,-1.072602,10.547724,95.836517,265.904602
36.9999466,-1.301249,-10.145430,-1.262941,10.306212,97.038818,262.691162
37.0099716,-1.833959,-9.821015,-1.307234,10.075942,97.454460,259.422516
37.0199738,-2.270900,-9.476251,-1.061828,9.802234,96.218781,256.523712
37.0299683,-2.632425,-9.191340,-0.620098,9.580966,93.710884,254.018143
37.0400200,-3.010709,-9.023746,0.104148,9.513318,89.372734,251.549088
37.0500221,-3.318364,-8.860941,0.956484,9.510136,84.227707,249.469406
37.0599976,-3.465607,-8.670602,1.786075,9.506830,79.171333,248.213593
37.0699921,-3.436877,-8.480263,2.276886,9.429273,76.026688,247.938293
37.0800400,-3.375824,-8.292317,2.282871,9.239601,75.695526,247.848633
37.0900688,-3.292027,-8.160637,1.550246,8.935138,80.008629,248.030685
37.0999794,-3.191471,-8.105570,0.302867,8.716506,88.008781,248.508560
37.1099625,-3.045424,-8.220491,-0.743400,8.797939,94.847099,249.671967
37.1199455,-2.807201,-8.346188,-0.972046,8.859125,96.299324,251.409866
37.1299629,-2.473210,-8.451532,-0.526724,8.821712,93.423035,253.688705
37.1399574,-2.112883,-8.623915,0.203507,8.881306,88.687004,256.233551
37.1500015,-1.877054,-8.888474,0.609324,9.104920,86.162750,258.075562
37.1599388,-1.732205,-9.190144,0.640449,9.373871,86.082344,259.325836
37.1700287,-1.665167,-9.497798,0.562637,9.659063,86.660652,260.055878
37.1799507,-1.669956,-9.733627,0.456095,9.886368,87.355789,260.264801
37.1899872,-1.799243,-9.885659,0.373495,10.055000,87.871246,259.684784
37.2000961,-2.023100,-9.994595,0.254982,10.200484,88.567619,258.556824
37.2099571,-2.279280,-10.040085,0.026336,10.295588,89.853439,257.209625
37.2200203,-2.610877,-10.079589,-0.311246,10.416893,91.712196,255.478058
37.2299423,-2.964022,-10.011354,-0.620098,10.459310,93.398872,253.507767
37.2399521,-3.345897,-9.902418,-0.851139,10.487008,94.655319,251.330566
37.2499390,-3.709816,-9.732430,-0.967257,10.460330,95.305672,249.134109
37.2599754,-3.999514,-9.554062,-0.943315,10.400291,95.203926,247.284882
37.2699318,-4.133589,-9.330204,-0.860716,10.241098,94.821121,246.105072
37.2799759,-4.106056,-9.194932,-0.823605,10.103703,94.675667,245.936539
37.2899437,-3.924097,-9.170990,-0.761356,10.004262,94.364609,246.834824
37.3000603,-3.678691,-9.311050,-0.767342,10.040779,94.382965,248.441589
37.3099861,-3.362656,-9.563639,-0.729034,10.163766,94.113289,250.627899
37.3199806,-3.108871,-9.867702,-0.541090,10.359991,92.993851,252.512695
37.3299522,-3.009511,-10.149021,-0.293290,10.589892,91.587021,253.483215
37.3399773,-3.116054,-10.323798,-0.117316,10.784451,90.623291,253.204498
37.3499527,-3.356671,-10.388441,0.004788,10.917278,89.974869,252.093521
37.3599892,-3.572149,-10.287885,-0.102951,10.890886,90.541618,250.852020
37.3699913,-3.660734,-9.993398,-0.193930,10.644556,91.043915,249.881439
37.3799438,-3.580529,-9.601946,-0.155623,10.248988,90.870026,249.549713
37.3899689,-3.327940,-9.198523,-0.043096,9.782119,90.252419,250.110352
37.3999367,-2.924517,-8.981848,0.254982,9.449413,88.453743,251.964584
37.4099503,-2.568978,-9.056067,0.520739,9.427788,86.833687,254.162689
37.4199524,-2.336741,-9.422380,0.562637,9.724102,86.683006,256.071716
37.4300003,-2.178724,-9.976639,0.588974,10.228737,86.699066,257.681000
37.4399567,-1.991976,-10.709264,0.683545,10.914372,86.409332,259.463104
37.4499397,-1.837550,-11.334151,0.814029,11.510961,85.944786,260.791046
37.4599724,-1.714248,-11.839328,0.888249,11.995721,85.753525,261.761230
37.4699745,-1.599327,-12.380417,0.939724,12.518612,85.694977,262.639191
37.4800072,-1.477222,-12.855666,1.058237,12.983459,85.324829,263.444977
37.4899597,-1.327585,-13.122620,1.242591,13.248006,84.618057,264.223175
37.4999695,-1.191115,-13.184869,1.351527,13.307372,84.170860,264.837952
37.5099907,-1.079785,-13.103466,1.362301,13.218268,84.084480,265.289215
37.5199547,-0.992397,-12.893973,1.315614,12.998855,84.191147,265.598846
37.5299644,-0.912191,-12.574347,1.236605,12.667892,84.398018,265.850830
37.5399437,-0.820014,-12.190078,1.088165,12.265990,84.910370,266.151581
37.5499687,-0.752976,-11.787852,0.866701,11.843632,85.803421,266.345062
37.5600243,-0.708684,-11.389217,0.661997,11.430430,86.679840,266.439423
37.5699577,-0.691924,-10.986992,0.565032,11.023249,87.061836,266.396454
37.5799713,-0.709881,-10.607511,0.563834,10.646178,86.964127,266.171326
37.5899467,-0.741005,-10.301053,0.586579,10.344316,86.749268,265.885529
37.5999527,-0.741005,-10.279505,0.652420,10.326808,86.377792,265.876923
37.6099854,-0.781707,-10.005369,0.762553,10.064789,85.654854,265.532623
37.6200142,-0.827197,-9.788693,0.760159,9.852950,85.575211,265.169678
37.6300087,-0.933739,-9.639056,0.760159,9.713964,85.511772,264.467010
37.6400070,-1.060631,-9.542090,0.665588,9.623899,86.034264,263.657440
37.6500168,-1.210269,-9.436746,0.524330,9.528476,86.845551,262.691681
37.6601410,-1.335965,-9.267955,0.293290,9.368340,88.205978,261.797394
37.6700668,-1.408988,-8.968679,0.056264,9.078856,89.644920,261.071747
37.6801186,-1.392228,-8.598776,-0.077812,8.711102,90.511803,260.803040
37.6899986,-1.272518,-8.268375,-0.062249,8.365955,90.426331,261.250732
37.6999626,-1.051055,-7.955932,-0.092177,8.025589,90.658073,262.474274
37.7100143,-0.766145,-7.648277,-0.150835,7.688035,91.124184,264.279633
37.7199554,-0.454898,-7.358579,-0.199916,7.375336,91.553253,266.462555
37.7299805,-0.132878,-7.111976,-0.227449,7.116853,91.831444,268.929626
37.7400093,0.175974,-6.897695,-0.265756,6.905056,92.205704,271.461426
37.7499619,0.466869,-6.742072,-0.307655,6.765216,92.606483,273.961243
37.7599602,0.754174,-6.542156,-0.226252,6.589368,91.967690,276.575989
37.7700119,0.952892,-6.324284,-0.080206,6.396171,90.718491,278.568420
37.7799950,1.029507,-6.117185,0.135272,6.204687,88.750755,279.553223
37.7900238,0.964863,-5.960365,0.434548,6.053573,85.883560,279.195282
37.7999763,0.774524,-5.872977,0.822408,5.980644,82.096115,277.512787
37.8099976,0.501585,-5.895722,1.312023,6.060737,77.497688,274.862793
37.8200531,0.150835,-6.051345,1.941698,6.357021,72.215279,271.427856
37.8299751,-0.250194,-6.252458,2.779668,6.847071,66.048416,267.708527
37.8400230,-0.735020,-6.505046,3.829526,7.584270,59.673290,263.553375
37.8500175,-1.401805,-6.813898,5.033809,8.586822,54.110424,258.374878
37.8600693,-2.323573,-7.242460,6.200983,9.813481,50.810734,252.212387
37.8699722,-3.483563,-7.844602,6.973113,11.058810,50.909424,246.055359
37.8799896,-4.797980,-8.637083,7.408857,12.349534,53.135109,240.947418
37.8899574,-5.911284,-9.672575,7.661446,13.682096,55.946869,238.569290
37.8999863,-6.542156,-10.492589,7.727286,14.580986,57.997494,238.056351
37.9099579,-6.754043,-10.778696,7.612364,14.823814,59.101242,237.928314
37.9199715,-6.725313,-10.656591,7.297527,14.561822,59.924480,237.744217
37.9299698,-6.551733,-10.344149,6.743269,13.978495,61.157528,237.650818
37.9402237,-6.260838,-9.971850,5.894525,13.167434,63.406391,237.877289
37.9500237,-5.844246,-9.690532,5.056554,12.394772,65.923340,238.906311
37.9600563,-5.250484,-9.574412,4.625597,11.858884,67.042183,241.260208
37.9700241,-4.542998,-9.749189,4.466383,11.646206,67.449013,245.015076
37.9799728,-3.800795,-10.237606,4.468778,11.799347,67.744904,249.632141
37.9899712,-3.041833,-10.892421,4.653131,12.229032,67.635422,254.397003
37.9999809,-2.197877,-11.350910,4.930859,12.569295,66.902687,259.041443
38.0099754,-1.456872,-11.326968,4.314352,12.208043,69.304436,262.670868
38.0199966,-0.936133,-10.892421,3.499126,11.478895,72.251991,265.087860
38.0299568,-0.579397,-10.358514,2.758120,10.735070,75.112251,266.798523
38.0399818,-0.318429,-9.763555,2.088941,9.989598,77.929703,268.132019
38.0500870,-0.169988,-9.232041,1.485602,9.352352,80.859962,268.945129
38.0600128,-0.041899,-8.820239,0.978031,8.874396,83.672684,269.727844
38.0699539,0.104148,-8.493430,0.581791,8.513970,86.081718,270.702545
38.0799446,0.258574,-8.336611,0.271742,8.345046,88.133934,271.776550
38.0899658,0.375890,-8.365341,-0.016759,8.373799,90.114670,272.572815
38.0999489,0.500388,-8.554482,-0.213084,8.571754,91.424454,273.347656
38.1099930,0.591368,-8.799889,-0.248997,8.823251,91.617134,273.844604
38.1199341,0.693121,-9.005790,-0.316035,9.037950,92.003899,274.401031
38.1299438,0.816423,-9.242816,-0.328006,9.284599,92.024559,275.047852
38.1399345,0.938527,-9.606734,-0.287304,9.656745,91.704895,275.579773
38.1499901,1.041478,-9.970653,-0.258574,10.028233,91.477509,275.963165
38.1599312,1.065420,-10.342952,-0.262165,10.400986,91.444336,275.881256
38.1699638,0.942118,-10.612299,-0.343568,10.659574,91.847015,275.073181
38.1799927,0.744597,-10.833763,-0.440533,10.868253,92.323059,273.931702
38.1899872,0.472855,-10.923545,-0.600945,10.950276,93.145935,272.478668
38.2007751,0.179565,-10.927136,-0.726640,10.952743,93.803978,270.941467
38.2099838,-0.158017,-10.803835,-0.891840,10.841734,94.718475,269.162048
38.2201653,-0.549469,-10.613496,-1.045069,10.678969,95.616089,267.036407
38.2299881,-0.976834,-10.348937,-1.168370,10.460392,96.413017,264.607849
38.2400208,-1.386243,-10.047267,-1.231817,10.216977,96.924751,262.144379
38.2500420,-1.778892,-9.731233,-1.292869,9.976616,97.445900,259.640594
38.2599373,-2.135628,-9.402030,-1.361104,9.737129,98.035400,257.202667
38.2699585,-2.467225,-9.081207,-1.231817,9.490674,97.457596,254.800491
38.2799263,-2.715025,-8.811859,-0.896629,9.264133,95.554062,252.875397
38.2899704,-2.901772,-8.659827,-0.292093,9.137735,91.831802,251.474808
38.2999535,-3.003526,-8.543709,0.557849,9.073441,86.475143,250.630966
38.3099785,-2.989161,-8.425196,1.527501,9.069304,80.303719,250.465912
38.3199883,-2.931700,-8.333019,2.294842,9.126904,75.437431,250.617249
38.3300171,-2.851494,-8.261193,2.528277,9.097830,73.865158,250.957001
38.3399887,-2.796427,-8.215703,2.275689,8.971986,75.306763,251.202667
38.3500328,-2.750938,-8.202535,1.406593,8.765143,80.765488,251.459747
38.3600082,-2.680309,-8.269572,0.001197,8.693094,89.992111,252.041611
38.3699875,-2.624045,-8.450335,-0.943315,8.898518,96.085251,252.749100
38.3800011,-2.477999,-8.576031,-1.051055,8.988521,96.715126,253.883636
38.3899384,-2.260126,-8.692149,-0.593762,9.000788,93.782425,255.424744
38.3999367,-2.009932,-8.692149,0.124498,8.922376,89.200493,256.980042
38.4099464,-1.856703,-9.160215,0.741005,9.375819,85.466980,258.541840
38.4199600,-1.550246,-9.047688,1.027112,9.236822,83.615646,260.277252
38.4299774,-1.788469,-9.294291,0.942118,9.511575,84.315552,259.107910
38.4399376,-1.753753,-9.531317,0.635661,9.712143,86.247307,259.574249
38.4499359,-1.746570,-9.688137,0.707487,9.869703,85.889359,259.780518
38.4599380,-1.778892,-9.761160,0.514753,9.935274,87.030136,259.671661
38.4699478,-1.871069,-9.799467,0.349553,9.982617,87.993309,259.190308
38.4799538,-2.020706,-9.837775,0.141258,10.044154,89.194183,258.392731
38.4899406,-2.217031,-9.885659,-0.193930,10.133069,91.096611,257.359589
38.4999504,-2.487576,-9.933543,-0.594959,10.257547,93.325142,255.941010
38.5099411,-2.816778,-9.911995,-0.864307,10.340644,94.794571,254.135971
38.5199738,-3.167529,-9.810242,-0.946907,10.352329,95.248062,252.105774
38.5299454,-3.506308,-9.604341,-0.866701,10.261029,94.845276,249.944107
38.5399933,-3.756502,-9.388862,-0.715866,10.137776,94.049240,248.193558
38.5499344,-3.806781,-9.229648,-0.600945,10.001955,93.444557,247.586227
38.5599899,-3.688268,-9.162610,-0.577003,9.893921,93.343323,248.073502
38.5699387,-3.458424,-9.285912,-0.590171,9.926589,93.408447,249.572769
38.5799446,-3.205836,-9.599552,-0.535104,10.134847,93.026535,251.532913
38.5899544,-3.014300,-10.016143,-0.447716,10.469460,92.450943,253.251144
38.5999451,-2.941277,-10.384850,-0.235829,10.795918,91.251686,254.186417
38.6099434,-3.020285,-10.588357,-0.023942,11.010722,90.124588,254.079422
38.6199303,-3.220201,-10.594342,0.243011,11.075597,88.742760,253.093094
38.6299477,-3.394978,-10.407595,0.180762,10.948816,89.054016,251.933578
38.6399384,-3.458424,-10.030508,0.049081,10.610099,89.734955,250.976288
38.6499557,-3.354277,-9.574412,0.063446,10.145175,89.641678,250.692719
38.6599312,-3.076549,-9.190144,0.195127,9.693398,88.846565,251.491196
38.6699638,-2.686294,-9.046491,0.520739,9.451262,86.841560,253.461563
38.6799278,-2.345121,-9.221268,0.773327,9.546172,85.353424,255.731216
38.6899796,-2.121263,-9.661801,0.854730,9.928782,85.061516,257.617096
38.6999626,-1.934515,-10.299856,0.827197,10.512547,85.486923,259.362640
38.7099571,-1.790863,-11.020511,0.867898,11.198754,85.555145,260.769958
38.7199631,-1.683124,-11.646594,0.990002,11.809155,85.191055,261.776764
38.7299576,-1.588553,-12.252327,1.114501,12.405045,84.845451,262.612640
38.7399330,-1.482011,-12.841301,1.316811,12.993435,84.183411,263.416626
38.7499275,-1.362301,-13.284228,1.636437,13.453792,83.013596,264.144775
38.7599487,-1.264138,-13.582306,1.902193,13.772996,82.061485,264.682648
38.7699547,-1.179144,-13.672089,1.904588,13.854380,82.098419,265.070740
38.7801208,-1.120486,-13.581109,1.821988,13.748514,82.384621,265.283600
38.7899437,-1.024718,-13.309367,1.641225,13.449272,82.990677,265.597351
38.7999725,-0.962469,-12.868834,1.278504,12.967954,84.342049,265.722778
38.8099937,-0.928950,-12.351686,0.921768,12.420820,85.744080,265.698975
38.8199806,-0.910994,-11.810597,0.732626,11.868313,86.460907,265.589294
38.8299484,-0.895431,-11.287464,0.678756,11.343251,86.569496,265.464233
38.8400002,-0.866701,-10.822989,0.712275,10.880974,86.246704,265.421539
38.8499870,-0.834379,-10.423157,0.767342,10.484617,85.802917,265.423187
38.8599625,-0.827197,-10.104729,0.891840,10.177681,84.972893,265.320068
38.8699341,-0.875081,-9.848549,0.899023,9.928138,84.804581,264.922394
38.8799477,-0.942118,-9.674969,0.705092,9.746269,85.851318,264.438263
38.8899460,-0.985214,-9.562442,0.457293,9.623932,87.276497,264.117584
38.8999901,-1.031901,-9.362526,0.198719,9.421316,88.791405,263.710480
38.9099503,-1.069011,-9.080010,-0.071826,9.143004,90.450111,263.285339
38.9199333,-1.071405,-8.756793,-0.251391,8.825675,91.632240,263.024445
38.9299812,-1.011550,-8.412027,-0.268151,8.476871,91.812752,263.143066
38.9399529,-0.895431,-8.061277,-0.132878,8.111944,90.938576,263.661682
38.9499741,-0.714669,-7.758410,-0.135272,7.792431,90.994675,264.737030
38.9599342,-0.490811,-7.459136,-0.229843,7.478798,91.761131,266.235352
38.9701385,-0.238223,-7.150283,-0.307655,7.160862,92.462379,268.091797
38.9799461,-0.010774,-6.888118,-0.292093,6.894317,92.428185,269.910370
38.9900284,0.186748,-6.676231,-0.235829,6.683005,92.022263,271.602264
39.0000153,0.387861,-6.508637,-0.220267,6.523903,91.934845,273.410309
39.0099945,0.575805,-6.354211,-0.142455,6.381837,91.279060,275.177887
39.0199661,0.708684,-6.197391,-0.002394,6.237780,90.021988,276.523560
39.0300140,0.730232,-6.042965,0.263362,6.092620,87.522537,276.890198
39.0399742,0.623690,-5.929241,0.590171,5.991092,84.346733,276.004791
39.0499611,0.417788,-5.875371,0.985214,5.972033,80.504433,274.067352
39.0599327,0.148441,-5.923255,1.460463,6.102453,76.153358,271.435577
39.0699768,-0.164003,-6.053739,2.032677,6.387991,71.445724,268.448181
39.0800552,-0.487220,-6.263232,2.748544,6.857110,66.369850,265.551880
39.0900497,-0.847547,-6.526594,3.691859,7.546164,60.709587,262.600952
39.0999413,-1.306037,-6.797139,4.807557,8.427303,55.216717,259.123444
39.1099663,-1.965640,-7.090428,5.990293,9.487967,50.849701,254.505325
39.1199570,-2.916138,-7.522582,6.910863,10.623235,49.417503,248.811127
39.1301308,-4.147954,-8.158242,7.441179,11.795490,50.887177,243.049515
39.1400452,-5.482722,-9.096769,7.789535,13.171496,53.744053,238.922165
39.1500740,-6.448782,-10.144233,8.057686,14.471301,56.164902,237.555496
39.1601143,-6.830657,-10.783484,8.079233,15.106801,57.669128,237.648315
39.1699486,-6.872556,-10.898406,7.900866,15.113933,58.482849,237.764389
39.1799469,-6.779182,-10.655395,7.393295,14.634054,59.654598,237.534637
39.1899338,-6.582858,-10.212467,6.548141,13.802415,61.678410,237.194565
39.2000389,-6.247669,-9.686940,5.497087,12.770597,64.503960,237.179688
39.2099495,-5.712565,-9.194932,4.674679,11.791217,66.643295,238.148422
39.2200394,-4.984728,-8.966286,4.228160,11.095906,67.600899,240.928513
39.2299385,-4.149151,-9.178172,4.167108,10.900417,67.524467,245.673828
39.2399864,-3.245340,-10.097546,4.440047,11.498116,67.284576,252.182648
39.2499390,-2.231396,-9.834184,5.017050,11.263263,63.548836,257.215942
39.2600441,-1.277307,-10.708067,5.188235,11.967122,64.307526,263.197632
39.2699432,-1.277307,-11.526884,4.577713,12.468201,68.459976,263.676788
39.2799606,-0.541090,-11.702858,3.964798,12.368074,71.302773,267.352783
39.2901421,-0.081403,-11.398794,2.922123,11.767665,75.621994,269.590851
39.2999573,0.116119,-10.924743,2.922123,11.309389,75.026024,270.608978
39.3100014,0.161609,-10.366894,2.176329,10.594103,78.145424,270.893097
39.3199768,0.143652,-9.824607,1.565808,9.949637,80.945534,270.837708
39.3299561,0.143652,-9.307459,1.106121,9.374057,83.223419,270.884247
39.3399925,0.181959,-8.868123,0.724246,8.899508,85.332085,271.175446
39.3499947,0.226252,-8.588001,0.404620,8.600505,87.303459,271.509125
39.3600616,0.258574,-8.416816,0.090980,8.421278,89.380989,271.759644
39.3699493,0.283713,-8.385692,-0.239420,8.393905,91.634476,271.937744
39.3799782,0.289698,-8.493430,-0.523133,8.514455,93.522507,271.953522
